#    L    TT             EE             BB             TE          
  1554   0.524676E+03   0.179549E+02   0.786530E-01   0.532371E+01
  1555   0.521884E+03   0.180484E+02   0.785667E-01   0.517847E+01
  1556   0.519113E+03   0.181409E+02   0.784804E-01   0.502520E+01
  1557   0.516364E+03   0.182324E+02   0.783941E-01   0.486407E+01
  1558   0.513637E+03   0.183227E+02   0.783078E-01   0.469516E+01
  1559   0.510933E+03   0.184120E+02   0.782217E-01   0.451864E+01
  1560   0.508251E+03   0.185000E+02   0.781356E-01   0.433449E+01
  1561   0.505592E+03   0.185869E+02   0.780495E-01   0.414305E+01
  1562   0.502958E+03   0.186725E+02   0.779636E-01   0.394429E+01
  1563   0.500348E+03   0.187569E+02   0.778777E-01   0.373841E+01
  1564   0.497763E+03   0.188399E+02   0.777920E-01   0.352551E+01
  1565   0.495203E+03   0.189216E+02   0.777064E-01   0.330579E+01
  1566   0.492669E+03   0.190019E+02   0.776209E-01   0.307930E+01
  1567   0.490160E+03   0.190808E+02   0.775355E-01   0.284621E+01
  1568   0.487678E+03   0.191583E+02   0.774503E-01   0.260657E+01
  1569   0.485223E+03   0.192342E+02   0.773652E-01   0.236064E+01
  1570   0.482795E+03   0.193086E+02   0.772803E-01   0.210853E+01
  1571   0.480395E+03   0.193814E+02   0.771956E-01   0.185031E+01
  1572   0.478022E+03   0.194527E+02   0.771111E-01   0.158614E+01
  1573   0.475677E+03   0.195223E+02   0.770267E-01   0.131618E+01
  1574   0.473362E+03   0.195902E+02   0.769426E-01   0.104061E+01
  1575   0.471075E+03   0.196565E+02   0.768586E-01   0.759586E+00
  1576   0.468816E+03   0.197211E+02   0.767749E-01   0.473282E+00
  1577   0.466588E+03   0.197840E+02   0.766914E-01   0.181847E+00
  1578   0.464389E+03   0.198451E+02   0.766082E-01  -0.114530E+00
  1579   0.462222E+03   0.199045E+02   0.765252E-01  -0.415706E+00
  1580   0.460083E+03   0.199621E+02   0.764424E-01  -0.721523E+00
  1581   0.457977E+03   0.200178E+02   0.763599E-01  -0.103183E+01
  1582   0.455901E+03   0.200718E+02   0.762777E-01  -0.134648E+01
  1583   0.453856E+03   0.201239E+02   0.761957E-01  -0.166533E+01
  1584   0.451842E+03   0.201741E+02   0.761141E-01  -0.198823E+01
  1585   0.449859E+03   0.202224E+02   0.760327E-01  -0.231502E+01
  1586   0.447908E+03   0.202688E+02   0.759516E-01  -0.264557E+01
  1587   0.445989E+03   0.203132E+02   0.758708E-01  -0.297972E+01
  1588   0.444101E+03   0.203555E+02   0.757904E-01  -0.331729E+01
  1589   0.442245E+03   0.203959E+02   0.757103E-01  -0.365813E+01
  1590   0.440421E+03   0.204343E+02   0.756304E-01  -0.400209E+01
  1591   0.438629E+03   0.204707E+02   0.755510E-01  -0.434899E+01
  1592   0.436869E+03   0.205051E+02   0.754719E-01  -0.469868E+01
  1593   0.435141E+03   0.205373E+02   0.753931E-01  -0.505100E+01
  1594   0.433446E+03   0.205675E+02   0.753147E-01  -0.540579E+01
  1595   0.431784E+03   0.205956E+02   0.752366E-01  -0.576288E+01
  1596   0.430153E+03   0.206216E+02   0.751589E-01  -0.612210E+01
  1597   0.428555E+03   0.206454E+02   0.750816E-01  -0.648330E+01
  1598   0.426990E+03   0.206672E+02   0.750047E-01  -0.684631E+01
  1599   0.425456E+03   0.206869E+02   0.749281E-01  -0.721096E+01
  1600   0.423956E+03   0.207043E+02   0.748520E-01  -0.757710E+01
  1601   0.422488E+03   0.207197E+02   0.747762E-01  -0.794457E+01
  1602   0.421052E+03   0.207329E+02   0.747008E-01  -0.831323E+01
  1603   0.419648E+03   0.207438E+02   0.746259E-01  -0.868291E+01
  1604   0.418277E+03   0.207527E+02   0.745514E-01  -0.905346E+01
  1605   0.416938E+03   0.207593E+02   0.744772E-01  -0.942477E+01
  1606   0.415630E+03   0.207638E+02   0.744035E-01  -0.979663E+01
  1607   0.414355E+03   0.207660E+02   0.743302E-01  -0.101689E+02
  1608   0.413111E+03   0.207660E+02   0.742574E-01  -0.105414E+02
  1609   0.411899E+03   0.207638E+02   0.741850E-01  -0.109140E+02
  1610   0.410718E+03   0.207594E+02   0.741130E-01  -0.112866E+02
  1611   0.409569E+03   0.207530E+02   0.740414E-01  -0.116588E+02
  1612   0.408452E+03   0.207443E+02   0.739703E-01  -0.120307E+02
  1613   0.407366E+03   0.207335E+02   0.738996E-01  -0.124019E+02
  1614   0.406310E+03   0.207206E+02   0.738294E-01  -0.127724E+02
  1615   0.405286E+03   0.207056E+02   0.737596E-01  -0.131421E+02
  1616   0.404292E+03   0.206885E+02   0.736903E-01  -0.135107E+02
  1617   0.403329E+03   0.206692E+02   0.736214E-01  -0.138781E+02
  1618   0.402396E+03   0.206479E+02   0.735530E-01  -0.142442E+02
  1619   0.401493E+03   0.206244E+02   0.734850E-01  -0.146089E+02
  1620   0.400619E+03   0.205989E+02   0.734175E-01  -0.149718E+02
  1621   0.399776E+03   0.205712E+02   0.733505E-01  -0.153332E+02
  1622   0.398961E+03   0.205415E+02   0.732839E-01  -0.156926E+02
  1623   0.398176E+03   0.205097E+02   0.732177E-01  -0.160500E+02
  1624   0.397419E+03   0.204758E+02   0.731521E-01  -0.164052E+02
  1625   0.396690E+03   0.204400E+02   0.730868E-01  -0.167582E+02
  1626   0.395990E+03   0.204021E+02   0.730221E-01  -0.171086E+02
  1627   0.395318E+03   0.203622E+02   0.729578E-01  -0.174565E+02
  1628   0.394673E+03   0.203204E+02   0.728939E-01  -0.178016E+02
  1629   0.394056E+03   0.202766E+02   0.728305E-01  -0.181440E+02
  1630   0.393466E+03   0.202308E+02   0.727676E-01  -0.184832E+02
  1631   0.392902E+03   0.201831E+02   0.727051E-01  -0.188195E+02
  1632   0.392365E+03   0.201334E+02   0.726431E-01  -0.191525E+02
  1633   0.391853E+03   0.200819E+02   0.725815E-01  -0.194821E+02
  1634   0.391368E+03   0.200284E+02   0.725204E-01  -0.198083E+02
  1635   0.390907E+03   0.199730E+02   0.724597E-01  -0.201309E+02
  1636   0.390471E+03   0.199158E+02   0.723994E-01  -0.204497E+02
  1637   0.390060E+03   0.198568E+02   0.723396E-01  -0.207648E+02
  1638   0.389673E+03   0.197958E+02   0.722803E-01  -0.210759E+02
  1639   0.389310E+03   0.197332E+02   0.722214E-01  -0.213830E+02
  1640   0.388970E+03   0.196688E+02   0.721629E-01  -0.216860E+02
  1641   0.388653E+03   0.196027E+02   0.721049E-01  -0.219846E+02
  1642   0.388359E+03   0.195349E+02   0.720472E-01  -0.222789E+02
  1643   0.388087E+03   0.194654E+02   0.719900E-01  -0.225688E+02
  1644   0.387837E+03   0.193943E+02   0.719333E-01  -0.228541E+02
  1645   0.387608E+03   0.193216E+02   0.718769E-01  -0.231347E+02
  1646   0.387400E+03   0.192473E+02   0.718210E-01  -0.234106E+02
  1647   0.387213E+03   0.191714E+02   0.717655E-01  -0.236817E+02
  1648   0.387046E+03   0.190940E+02   0.717104E-01  -0.239478E+02
  1649   0.386898E+03   0.190150E+02   0.716557E-01  -0.242089E+02
  1650   0.386770E+03   0.189345E+02   0.716014E-01  -0.244648E+02
  1651   0.386660E+03   0.188525E+02   0.715475E-01  -0.247156E+02
  1652   0.386569E+03   0.187691E+02   0.714940E-01  -0.249612E+02
  1653   0.386495E+03   0.186843E+02   0.714409E-01  -0.252014E+02
  1654   0.386439E+03   0.185981E+02   0.713881E-01  -0.254362E+02
  1655   0.386400E+03   0.185105E+02   0.713358E-01  -0.256655E+02
  1656   0.386376E+03   0.184217E+02   0.712838E-01  -0.258894E+02
  1657   0.386370E+03   0.183316E+02   0.712322E-01  -0.261076E+02
  1658   0.386378E+03   0.182402E+02   0.711809E-01  -0.263202E+02
  1659   0.386403E+03   0.181475E+02   0.711300E-01  -0.265270E+02
  1660   0.386441E+03   0.180538E+02   0.710795E-01  -0.267282E+02
  1661   0.386494E+03   0.179589E+02   0.710293E-01  -0.269235E+02
  1662   0.386559E+03   0.178628E+02   0.709795E-01  -0.271129E+02
  1663   0.386639E+03   0.177657E+02   0.709300E-01  -0.272965E+02
  1664   0.386731E+03   0.176676E+02   0.708808E-01  -0.274741E+02
  1665   0.386835E+03   0.175685E+02   0.708320E-01  -0.276456E+02
  1666   0.386950E+03   0.174683E+02   0.707835E-01  -0.278112E+02
  1667   0.387077E+03   0.173673E+02   0.707353E-01  -0.279707E+02
  1668   0.387215E+03   0.172653E+02   0.706874E-01  -0.281240E+02
  1669   0.387363E+03   0.171623E+02   0.706399E-01  -0.282712E+02
  1670   0.387520E+03   0.170586E+02   0.705926E-01  -0.284122E+02
  1671   0.387687E+03   0.169540E+02   0.705456E-01  -0.285469E+02
  1672   0.387862E+03   0.168487E+02   0.704989E-01  -0.286754E+02
  1673   0.388046E+03   0.167426E+02   0.704525E-01  -0.287977E+02
  1674   0.388237E+03   0.166359E+02   0.704064E-01  -0.289137E+02
  1675   0.388435E+03   0.165285E+02   0.703605E-01  -0.290234E+02
  1676   0.388641E+03   0.164205E+02   0.703149E-01  -0.291270E+02
  1677   0.388853E+03   0.163121E+02   0.702695E-01  -0.292242E+02
  1678   0.389071E+03   0.162031E+02   0.702244E-01  -0.293152E+02
  1679   0.389294E+03   0.160936E+02   0.701795E-01  -0.293999E+02
  1680   0.389522E+03   0.159837E+02   0.701349E-01  -0.294782E+02
  1681   0.389756E+03   0.158734E+02   0.700905E-01  -0.295503E+02
  1682   0.389992E+03   0.157627E+02   0.700463E-01  -0.296161E+02
  1683   0.390232E+03   0.156517E+02   0.700024E-01  -0.296756E+02
  1684   0.390475E+03   0.155403E+02   0.699586E-01  -0.297288E+02
  1685   0.390721E+03   0.154287E+02   0.699150E-01  -0.297756E+02
  1686   0.390968E+03   0.153169E+02   0.698717E-01  -0.298162E+02
  1687   0.391217E+03   0.152048E+02   0.698285E-01  -0.298505E+02
  1688   0.391468E+03   0.150925E+02   0.697854E-01  -0.298786E+02
  1689   0.391719E+03   0.149801E+02   0.697426E-01  -0.299005E+02
  1690   0.391971E+03   0.148677E+02   0.696999E-01  -0.299162E+02
  1691   0.392222E+03   0.147552E+02   0.696574E-01  -0.299257E+02
  1692   0.392473E+03   0.146427E+02   0.696150E-01  -0.299290E+02
  1693   0.392722E+03   0.145302E+02   0.695727E-01  -0.299263E+02
  1694   0.392970E+03   0.144178E+02   0.695306E-01  -0.299173E+02
  1695   0.393215E+03   0.143054E+02   0.694886E-01  -0.299023E+02
  1696   0.393459E+03   0.141931E+02   0.694467E-01  -0.298813E+02
  1697   0.393700E+03   0.140810E+02   0.694050E-01  -0.298542E+02
  1698   0.393936E+03   0.139690E+02   0.693633E-01  -0.298210E+02
  1699   0.394169E+03   0.138572E+02   0.693217E-01  -0.297820E+02
  1700   0.394398E+03   0.137458E+02   0.692802E-01  -0.297370E+02
  1701   0.394622E+03   0.136345E+02   0.692387E-01  -0.296862E+02
  1702   0.394841E+03   0.135236E+02   0.691974E-01  -0.296295E+02
  1703   0.395056E+03   0.134131E+02   0.691561E-01  -0.295672E+02
  1704   0.395264E+03   0.133029E+02   0.691148E-01  -0.294993E+02
  1705   0.395467E+03   0.131932E+02   0.690736E-01  -0.294257E+02
  1706   0.395664E+03   0.130840E+02   0.690324E-01  -0.293468E+02
  1707   0.395853E+03   0.129752E+02   0.689912E-01  -0.292622E+02
  1708   0.396036E+03   0.128671E+02   0.689501E-01  -0.291724E+02
  1709   0.396211E+03   0.127594E+02   0.689090E-01  -0.290771E+02
  1710   0.396379E+03   0.126524E+02   0.688678E-01  -0.289766E+02
  1711   0.396539E+03   0.125460E+02   0.688267E-01  -0.288708E+02
  1712   0.396690E+03   0.124402E+02   0.687856E-01  -0.287600E+02
  1713   0.396832E+03   0.123350E+02   0.687444E-01  -0.286441E+02
  1714   0.396965E+03   0.122306E+02   0.687032E-01  -0.285230E+02
  1715   0.397089E+03   0.121269E+02   0.686620E-01  -0.283972E+02
  1716   0.397204E+03   0.120240E+02   0.686207E-01  -0.282665E+02
  1717   0.397308E+03   0.119219E+02   0.685794E-01  -0.281310E+02
  1718   0.397402E+03   0.118206E+02   0.685380E-01  -0.279909E+02
  1719   0.397487E+03   0.117201E+02   0.684965E-01  -0.278460E+02
  1720   0.397559E+03   0.116205E+02   0.684550E-01  -0.276968E+02
  1721   0.397622E+03   0.115218E+02   0.684134E-01  -0.275431E+02
  1722   0.397673E+03   0.114240E+02   0.683718E-01  -0.273851E+02
  1723   0.397711E+03   0.113273E+02   0.683300E-01  -0.272229E+02
  1724   0.397740E+03   0.112315E+02   0.682881E-01  -0.270564E+02
  1725   0.397755E+03   0.111367E+02   0.682462E-01  -0.268860E+02
  1726   0.397759E+03   0.110429E+02   0.682041E-01  -0.267116E+02
  1727   0.397750E+03   0.109502E+02   0.681619E-01  -0.265332E+02
  1728   0.397728E+03   0.108585E+02   0.681195E-01  -0.263511E+02
  1729   0.397694E+03   0.107680E+02   0.680771E-01  -0.261654E+02
  1730   0.397646E+03   0.106786E+02   0.680345E-01  -0.259759E+02
  1731   0.397585E+03   0.105903E+02   0.679918E-01  -0.257829E+02
  1732   0.397510E+03   0.105032E+02   0.679489E-01  -0.255865E+02
  1733   0.397421E+03   0.104173E+02   0.679059E-01  -0.253867E+02
  1734   0.397318E+03   0.103325E+02   0.678627E-01  -0.251835E+02
  1735   0.397200E+03   0.102490E+02   0.678193E-01  -0.249773E+02
  1736   0.397069E+03   0.101667E+02   0.677758E-01  -0.247681E+02
  1737   0.396923E+03   0.100857E+02   0.677321E-01  -0.245559E+02
  1738   0.396763E+03   0.100060E+02   0.676882E-01  -0.243409E+02
  1739   0.396588E+03   0.992759E+01   0.676442E-01  -0.241232E+02
  1740   0.396399E+03   0.985051E+01   0.675999E-01  -0.239030E+02
  1741   0.396195E+03   0.977474E+01   0.675555E-01  -0.236802E+02
  1742   0.395976E+03   0.970035E+01   0.675108E-01  -0.234552E+02
  1743   0.395742E+03   0.962726E+01   0.674660E-01  -0.232278E+02
  1744   0.395492E+03   0.955562E+01   0.674210E-01  -0.229982E+02
  1745   0.395228E+03   0.948534E+01   0.673757E-01  -0.227665E+02
  1746   0.394948E+03   0.941648E+01   0.673302E-01  -0.225328E+02
  1747   0.394652E+03   0.934898E+01   0.672845E-01  -0.222971E+02
  1748   0.394341E+03   0.928297E+01   0.672386E-01  -0.220597E+02
  1749   0.394013E+03   0.921837E+01   0.671925E-01  -0.218205E+02
  1750   0.393670E+03   0.915518E+01   0.671461E-01  -0.215798E+02
  1751   0.393311E+03   0.909347E+01   0.670995E-01  -0.213376E+02
  1752   0.392937E+03   0.903323E+01   0.670526E-01  -0.210941E+02
  1753   0.392547E+03   0.897445E+01   0.670056E-01  -0.208492E+02
  1754   0.392140E+03   0.891714E+01   0.669582E-01  -0.206032E+02
  1755   0.391718E+03   0.886136E+01   0.669106E-01  -0.203562E+02
  1756   0.391280E+03   0.880704E+01   0.668628E-01  -0.201082E+02
  1757   0.390826E+03   0.875424E+01   0.668147E-01  -0.198593E+02
  1758   0.390355E+03   0.870289E+01   0.667664E-01  -0.196098E+02
  1759   0.389869E+03   0.865310E+01   0.667177E-01  -0.193595E+02
  1760   0.389367E+03   0.860481E+01   0.666689E-01  -0.191087E+02
  1761   0.388848E+03   0.855802E+01   0.666197E-01  -0.188575E+02
  1762   0.388314E+03   0.851275E+01   0.665703E-01  -0.186058E+02
  1763   0.387764E+03   0.846899E+01   0.665206E-01  -0.183540E+02
  1764   0.387198E+03   0.842675E+01   0.664707E-01  -0.181021E+02
  1765   0.386617E+03   0.838603E+01   0.664204E-01  -0.178500E+02
  1766   0.386021E+03   0.834684E+01   0.663699E-01  -0.175982E+02
  1767   0.385409E+03   0.830916E+01   0.663191E-01  -0.173465E+02
  1768   0.384782E+03   0.827302E+01   0.662680E-01  -0.170952E+02
  1769   0.384141E+03   0.823839E+01   0.662167E-01  -0.168442E+02
  1770   0.383485E+03   0.820529E+01   0.661650E-01  -0.165937E+02
  1771   0.382813E+03   0.817371E+01   0.661131E-01  -0.163439E+02
  1772   0.382127E+03   0.814363E+01   0.660609E-01  -0.160947E+02
  1773   0.381427E+03   0.811506E+01   0.660083E-01  -0.158464E+02
  1774   0.380712E+03   0.808800E+01   0.659555E-01  -0.155989E+02
  1775   0.379983E+03   0.806243E+01   0.659024E-01  -0.153524E+02
  1776   0.379239E+03   0.803836E+01   0.658490E-01  -0.151070E+02
  1777   0.378481E+03   0.801578E+01   0.657953E-01  -0.148627E+02
  1778   0.377710E+03   0.799468E+01   0.657413E-01  -0.146196E+02
  1779   0.376924E+03   0.797505E+01   0.656870E-01  -0.143779E+02
  1780   0.376126E+03   0.795689E+01   0.656324E-01  -0.141377E+02
  1781   0.375313E+03   0.794019E+01   0.655775E-01  -0.138989E+02
  1782   0.374487E+03   0.792494E+01   0.655223E-01  -0.136619E+02
  1783   0.373649E+03   0.791114E+01   0.654668E-01  -0.134265E+02
  1784   0.372797E+03   0.789876E+01   0.654110E-01  -0.131928E+02
  1785   0.371932E+03   0.788781E+01   0.653549E-01  -0.129611E+02
  1786   0.371056E+03   0.787826E+01   0.652985E-01  -0.127312E+02
  1787   0.370167E+03   0.787012E+01   0.652419E-01  -0.125035E+02
  1788   0.369266E+03   0.786337E+01   0.651849E-01  -0.122778E+02
  1789   0.368353E+03   0.785799E+01   0.651276E-01  -0.120543E+02
  1790   0.367429E+03   0.785398E+01   0.650700E-01  -0.118331E+02
  1791   0.366492E+03   0.785132E+01   0.650122E-01  -0.116142E+02
  1792   0.365545E+03   0.785000E+01   0.649540E-01  -0.113977E+02
  1793   0.364586E+03   0.784999E+01   0.648956E-01  -0.111838E+02
  1794   0.363616E+03   0.785129E+01   0.648368E-01  -0.109724E+02
  1795   0.362635E+03   0.785389E+01   0.647778E-01  -0.107636E+02
  1796   0.361644E+03   0.785777E+01   0.647185E-01  -0.105575E+02
  1797   0.360642E+03   0.786290E+01   0.646589E-01  -0.103543E+02
  1798   0.359630E+03   0.786928E+01   0.645990E-01  -0.101539E+02
  1799   0.358608E+03   0.787689E+01   0.645389E-01  -0.995631E+01
  1800   0.357576E+03   0.788571E+01   0.644784E-01  -0.976177E+01
  1801   0.356536E+03   0.789572E+01   0.644177E-01  -0.957026E+01
  1802   0.355486E+03   0.790692E+01   0.643567E-01  -0.938184E+01
  1803   0.354428E+03   0.791927E+01   0.642955E-01  -0.919660E+01
  1804   0.353361E+03   0.793277E+01   0.642340E-01  -0.901457E+01
  1805   0.352287E+03   0.794738E+01   0.641722E-01  -0.883581E+01
  1806   0.351205E+03   0.796310E+01   0.641102E-01  -0.866036E+01
  1807   0.350115E+03   0.797990E+01   0.640479E-01  -0.848828E+01
  1808   0.349018E+03   0.799775E+01   0.639854E-01  -0.831960E+01
  1809   0.347913E+03   0.801666E+01   0.639226E-01  -0.815440E+01
  1810   0.346802E+03   0.803658E+01   0.638595E-01  -0.799270E+01
  1811   0.345683E+03   0.805750E+01   0.637963E-01  -0.783456E+01
  1812   0.344559E+03   0.807939E+01   0.637328E-01  -0.768000E+01
  1813   0.343428E+03   0.810225E+01   0.636690E-01  -0.752906E+01
  1814   0.342291E+03   0.812604E+01   0.636050E-01  -0.738179E+01
  1815   0.341149E+03   0.815074E+01   0.635408E-01  -0.723822E+01
  1816   0.340002E+03   0.817634E+01   0.634764E-01  -0.709838E+01
  1817   0.338850E+03   0.820280E+01   0.634118E-01  -0.696232E+01
  1818   0.337694E+03   0.823012E+01   0.633470E-01  -0.683007E+01
  1819   0.336533E+03   0.825826E+01   0.632819E-01  -0.670164E+01
  1820   0.335368E+03   0.828720E+01   0.632166E-01  -0.657707E+01
  1821   0.334200E+03   0.831688E+01   0.631512E-01  -0.645638E+01
  1822   0.333028E+03   0.834737E+01   0.630855E-01  -0.633961E+01
  1823   0.331853E+03   0.837859E+01   0.630197E-01  -0.622678E+01
  1824   0.330674E+03   0.841046E+01   0.629537E-01  -0.611793E+01
  1825   0.329493E+03   0.844301E+01   0.628875E-01  -0.601305E+01
  1826   0.328310E+03   0.847631E+01   0.628211E-01  -0.591217E+01
  1827   0.327124E+03   0.851015E+01   0.627545E-01  -0.581529E+01
  1828   0.325937E+03   0.854461E+01   0.626878E-01  -0.572242E+01
  1829   0.324749E+03   0.857970E+01   0.626209E-01  -0.563358E+01
  1830   0.323559E+03   0.861537E+01   0.625538E-01  -0.554878E+01
  1831   0.322369E+03   0.865153E+01   0.624866E-01  -0.546802E+01
  1832   0.321179E+03   0.868822E+01   0.624193E-01  -0.539132E+01
  1833   0.319989E+03   0.872535E+01   0.623518E-01  -0.531868E+01
  1834   0.318798E+03   0.876302E+01   0.622842E-01  -0.525009E+01
  1835   0.317609E+03   0.880109E+01   0.622164E-01  -0.518556E+01
  1836   0.316420E+03   0.883956E+01   0.621485E-01  -0.512510E+01
  1837   0.315232E+03   0.887845E+01   0.620805E-01  -0.506871E+01
  1838   0.314045E+03   0.891770E+01   0.620123E-01  -0.501638E+01
  1839   0.312859E+03   0.895730E+01   0.619441E-01  -0.496813E+01
  1840   0.311675E+03   0.899721E+01   0.618757E-01  -0.492393E+01
  1841   0.310493E+03   0.903743E+01   0.618072E-01  -0.488377E+01
  1842   0.309313E+03   0.907783E+01   0.617386E-01  -0.484764E+01
  1843   0.308137E+03   0.911855E+01   0.616700E-01  -0.481553E+01
  1844   0.306962E+03   0.915947E+01   0.616012E-01  -0.478745E+01
  1845   0.305791E+03   0.920052E+01   0.615324E-01  -0.476336E+01
  1846   0.304624E+03   0.924178E+01   0.614634E-01  -0.474326E+01
  1847   0.303460E+03   0.928320E+01   0.613944E-01  -0.472715E+01
  1848   0.302299E+03   0.932470E+01   0.613253E-01  -0.471498E+01
  1849   0.301144E+03   0.936630E+01   0.612562E-01  -0.470676E+01
  1850   0.299992E+03   0.940794E+01   0.611870E-01  -0.470245E+01
  1851   0.298844E+03   0.944962E+01   0.611177E-01  -0.470207E+01
  1852   0.297702E+03   0.949128E+01   0.610484E-01  -0.470557E+01
  1853   0.296564E+03   0.953301E+01   0.609790E-01  -0.471294E+01
  1854   0.295432E+03   0.957460E+01   0.609096E-01  -0.472413E+01
  1855   0.294305E+03   0.961619E+01   0.608402E-01  -0.473910E+01
  1856   0.293185E+03   0.965767E+01   0.607707E-01  -0.475782E+01
  1857   0.292069E+03   0.969910E+01   0.607012E-01  -0.478026E+01
  1858   0.290961E+03   0.974035E+01   0.606317E-01  -0.480637E+01
  1859   0.289859E+03   0.978144E+01   0.605621E-01  -0.483613E+01
  1860   0.288764E+03   0.982237E+01   0.604926E-01  -0.486949E+01
  1861   0.287676E+03   0.986315E+01   0.604230E-01  -0.490642E+01
  1862   0.286595E+03   0.990365E+01   0.603535E-01  -0.494685E+01
  1863   0.285521E+03   0.994394E+01   0.602839E-01  -0.499078E+01
  1864   0.284456E+03   0.998405E+01   0.602144E-01  -0.503814E+01
  1865   0.283398E+03   0.100237E+02   0.601449E-01  -0.508890E+01
  1866   0.282347E+03   0.100632E+02   0.600754E-01  -0.514302E+01
  1867   0.281305E+03   0.101023E+02   0.600059E-01  -0.520045E+01
  1868   0.280272E+03   0.101411E+02   0.599365E-01  -0.526114E+01
  1869   0.279246E+03   0.101795E+02   0.598671E-01  -0.532503E+01
  1870   0.278230E+03   0.102176E+02   0.597977E-01  -0.539208E+01
  1871   0.277223E+03   0.102552E+02   0.597284E-01  -0.546223E+01
  1872   0.276224E+03   0.102924E+02   0.596591E-01  -0.553543E+01
  1873   0.275235E+03   0.103292E+02   0.595899E-01  -0.561164E+01
  1874   0.274255E+03   0.103655E+02   0.595208E-01  -0.569079E+01
  1875   0.273286E+03   0.104013E+02   0.594517E-01  -0.577282E+01
  1876   0.272325E+03   0.104366E+02   0.593828E-01  -0.585769E+01
  1877   0.271375E+03   0.104715E+02   0.593138E-01  -0.594532E+01
  1878   0.270435E+03   0.105058E+02   0.592450E-01  -0.603567E+01
  1879   0.269505E+03   0.105395E+02   0.591763E-01  -0.612868E+01
  1880   0.268585E+03   0.105727E+02   0.591076E-01  -0.622428E+01
  1881   0.267676E+03   0.106052E+02   0.590391E-01  -0.632242E+01
  1882   0.266777E+03   0.106372E+02   0.589707E-01  -0.642304E+01
  1883   0.265889E+03   0.106685E+02   0.589023E-01  -0.652607E+01
  1884   0.265011E+03   0.106993E+02   0.588341E-01  -0.663148E+01
  1885   0.264145E+03   0.107293E+02   0.587660E-01  -0.673919E+01
  1886   0.263290E+03   0.107586E+02   0.586981E-01  -0.684913E+01
  1887   0.262445E+03   0.107873E+02   0.586302E-01  -0.696128E+01
  1888   0.261612E+03   0.108153E+02   0.585625E-01  -0.707553E+01
  1889   0.260789E+03   0.108425E+02   0.584949E-01  -0.719182E+01
  1890   0.259978E+03   0.108691E+02   0.584275E-01  -0.731010E+01
  1891   0.259178E+03   0.108949E+02   0.583602E-01  -0.743027E+01
  1892   0.258391E+03   0.109199E+02   0.582931E-01  -0.755228E+01
  1893   0.257615E+03   0.109441E+02   0.582261E-01  -0.767605E+01
  1894   0.256850E+03   0.109676E+02   0.581593E-01  -0.780151E+01
  1895   0.256097E+03   0.109903E+02   0.580926E-01  -0.792860E+01
  1896   0.255356E+03   0.110123E+02   0.580262E-01  -0.805724E+01
  1897   0.254627E+03   0.110334E+02   0.579598E-01  -0.818739E+01
  1898   0.253909E+03   0.110536E+02   0.578937E-01  -0.831896E+01
  1899   0.253204E+03   0.110731E+02   0.578277E-01  -0.845191E+01
  1900   0.252511E+03   0.110916E+02   0.577619E-01  -0.858616E+01
  1901   0.251829E+03   0.111093E+02   0.576963E-01  -0.872164E+01
  1902   0.251160E+03   0.111261E+02   0.576309E-01  -0.885829E+01
  1903   0.250502E+03   0.111421E+02   0.575657E-01  -0.899601E+01
  1904   0.249857E+03   0.111571E+02   0.575006E-01  -0.913484E+01
  1905   0.249223E+03   0.111712E+02   0.574358E-01  -0.927454E+01
  1906   0.248602E+03   0.111845E+02   0.573711E-01  -0.941515E+01
  1907   0.247992E+03   0.111968E+02   0.573067E-01  -0.955663E+01
  1908   0.247395E+03   0.112082E+02   0.572424E-01  -0.969878E+01
  1909   0.246810E+03   0.112187E+02   0.571784E-01  -0.984165E+01
  1910   0.246237E+03   0.112283E+02   0.571145E-01  -0.998518E+01
  1911   0.245675E+03   0.112369E+02   0.570509E-01  -0.101292E+02
  1912   0.245126E+03   0.112446E+02   0.569875E-01  -0.102736E+02
  1913   0.244589E+03   0.112513E+02   0.569242E-01  -0.104186E+02
  1914   0.244063E+03   0.112571E+02   0.568613E-01  -0.105637E+02
  1915   0.243550E+03   0.112619E+02   0.567985E-01  -0.107093E+02
  1916   0.243048E+03   0.112657E+02   0.567359E-01  -0.108550E+02
  1917   0.242558E+03   0.112686E+02   0.566736E-01  -0.110007E+02
  1918   0.242079E+03   0.112705E+02   0.566114E-01  -0.111467E+02
  1919   0.241614E+03   0.112715E+02   0.565495E-01  -0.112925E+02
  1920   0.241159E+03   0.112715E+02   0.564878E-01  -0.114383E+02
  1921   0.240715E+03   0.112705E+02   0.564264E-01  -0.115839E+02
  1922   0.240284E+03   0.112685E+02   0.563651E-01  -0.117293E+02
  1923   0.239864E+03   0.112657E+02   0.563041E-01  -0.118744E+02
  1924   0.239456E+03   0.112619E+02   0.562433E-01  -0.120192E+02
  1925   0.239058E+03   0.112571E+02   0.561828E-01  -0.121635E+02
  1926   0.238672E+03   0.112514E+02   0.561225E-01  -0.123074E+02
  1927   0.238298E+03   0.112447E+02   0.560624E-01  -0.124507E+02
  1928   0.237934E+03   0.112371E+02   0.560025E-01  -0.125935E+02
  1929   0.237581E+03   0.112285E+02   0.559429E-01  -0.127355E+02
  1930   0.237240E+03   0.112189E+02   0.558835E-01  -0.128768E+02
  1931   0.236909E+03   0.112084E+02   0.558243E-01  -0.130172E+02
